time,open,High,Low,Close,volume,ADX,DI+,DI-
2014-04-04,589.9,593.46,588.34,593.04,119718455,28.816622910631065,26.09008212576505,29.697539718933747
2014-04-07,595.72,602.55,595.35,600.57,115651254,27.33680151342213,31.974214818783782,27.18299909375761
2014-04-08,601.39,603.25,598.52,603.25,127466174,26.036323487725788,31.2290730527716,26.00366188162836
2014-04-10,605.4,608.89,600.43,601.33,114247627,25.404506546284036,33.962094323585404,23.998205139394166
2014-04-11,598.36,602.01,594.96,600.57,106926180,24.108022360903885,31.763663464139537,27.467216563941875
2014-04-14,602.51,602.7,596.05,596.11,128080220,22.979585495241082,30.444063406761874,25.77251818429832
2014-04-15,595.81,597.99,586.09,586.09,131668530,21.908185051019917,27.208883190194662,31.927993711509927
2014-04-16,583.64,585.51,567.61,574.29,149242265,22.43215852328185,23.10302137276736,42.20016289617917
2014-04-17,580.26,583.51,575.83,580.31,117693160,22.91870531895364,21.37034008950626,39.03523346028433
2014-04-18,580.89,580.89,565.33,565.33,116972898,24.038377893978836,18.806862066440214,42.44741027952905
2014-04-21,564.29,568.44,558.14,558.14,95569640,25.467551545478596,17.325327045951102,44.602605002064195
2014-04-22,560.63,569.87,556.47,569.87,99105330,26.881483221981966,15.603213115718079,41.40794084902993
2014-04-23,569.83,573.39,567.04,569.36,71202652,27.706711617560558,17.526097441909066,39.40887068068123
2014-04-24,568.41,571.57,566.94,570.46,53799229,28.479309937748805,16.88597579266035,38.04838987678434
2014-04-25,571.78,580.74,571.71,578.92,64320453,27.96785087274403,22.694267591114734,34.992426407139305
2014-04-28,579.29,580.7,573.1,573.1,56053730,27.49292459809674,21.33027063225202,32.88927136981823
2014-04-29,571.54,578.21,570.64,578.0,50435143,27.261007473433335,20.0383770370089,32.86549465879469
